threshold_percents	cluster_id	representative	cluster_size
60	43	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_12.pdb	1
60	44	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_13.pdb	1
60	45	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_14.pdb	1
60	46	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_15.pdb	1
60	47	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_2.pdb	1
60	48	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_20.pdb	1
60	49	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_23.pdb	1
60	50	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_28.pdb	1
60	51	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_29.pdb	1
60	52	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_3.pdb	1
60	53	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_30.pdb	1
60	54	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_32.pdb	1
60	55	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_33.pdb	1
60	56	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_34.pdb	1
60	57	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_36.pdb	1
60	58	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_39.pdb	1
60	59	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_42.pdb	1
60	60	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_44.pdb	1
60	61	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_45.pdb	1
60	62	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_47.pdb	1
60	63	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_48.pdb	1
60	64	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_5.pdb	1
60	65	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_53.pdb	1
60	66	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_54.pdb	1
60	67	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_56.pdb	1
60	68	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_58.pdb	1
60	69	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_59.pdb	1
60	70	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_6.pdb	1
60	71	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_60.pdb	1
60	72	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_61.pdb	1
60	73	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_62.pdb	1
60	74	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_63.pdb	1
60	75	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_64.pdb	1
60	76	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_65.pdb	1
60	77	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_66.pdb	1
60	78	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_7.pdb	1
60	79	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_17.pdb	1
60	80	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_18.pdb	1
60	81	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_20.pdb	1
60	82	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_27.pdb	1
60	83	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_28.pdb	1
60	84	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_29.pdb	1
60	85	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_36.pdb	1
60	86	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_4.pdb	1
60	87	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_40.pdb	1
60	88	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_43.pdb	1
60	89	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_48.pdb	1
60	90	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_55.pdb	1
60	91	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_6.pdb	1
60	92	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_60.pdb	1
60	93	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_27.pdb	1
60	94	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_47.pdb	1
60	95	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_48.pdb	1
60	96	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_55.pdb	1
60	97	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_7.pdb	1
60	98	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_8.pdb	1
60	99	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_10.pdb	1
60	100	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_3.pdb	1
60	101	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_53.pdb	1
60	102	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_0.pdb	1
60	103	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_12.pdb	1
60	104	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_17.pdb	1
60	105	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_22.pdb	1
60	106	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_25.pdb	1
60	107	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_27.pdb	1
60	108	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_31.pdb	1
60	109	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_34.pdb	1
60	110	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_35.pdb	1
60	111	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_36.pdb	1
60	112	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_38.pdb	1
60	113	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_39.pdb	1
60	114	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_44.pdb	1
60	115	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_46.pdb	1
60	116	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_47.pdb	1
60	117	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_48.pdb	1
60	118	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_49.pdb	1
60	119	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_51.pdb	1
60	120	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_52.pdb	1
60	121	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_53.pdb	1
60	122	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_54.pdb	1
60	123	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_55.pdb	1
60	124	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_60.pdb	1
60	125	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_62.pdb	1
60	126	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_7.pdb	1
60	127	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_9.pdb	1
60	128	afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_1.pdb	1
60	129	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_11.pdb	1
60	130	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_14.pdb	1
60	131	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_15.pdb	1
60	132	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_19.pdb	1
60	133	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_20.pdb	1
60	134	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_21.pdb	1
60	135	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_24.pdb	1
60	136	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_25.pdb	1
60	137	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_28.pdb	1
60	138	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_31.pdb	1
60	139	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_34.pdb	1
60	140	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_37.pdb	1
60	141	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_39.pdb	1
60	142	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_4.pdb	1
60	143	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_41.pdb	1
60	144	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_43.pdb	1
60	145	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_44.pdb	1
60	146	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_45.pdb	1
60	147	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_47.pdb	1
60	148	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_48.pdb	1
60	149	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_50.pdb	1
60	150	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_51.pdb	1
60	151	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_55.pdb	1
60	152	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_56.pdb	1
60	153	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_57.pdb	1
60	154	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_59.pdb	1
60	155	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_6.pdb	1
60	156	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_60.pdb	1
60	157	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_61.pdb	1
60	158	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_62.pdb	1
60	159	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_64.pdb	1
60	160	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_66.pdb	1
60	161	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_7.pdb	1
60	162	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_8.pdb	1
60	163	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_19.pdb	1
60	164	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_37.pdb	1
60	165	afm_woTemplates_model_1_multimer_v1_pred_5.pdb	1
60	166	afm_woTemplates_model_4_multimer_v1_pred_15.pdb	1
60	167	cf_dropout_full_woTemplates_model_1_multimer_v1_pred_40.pdb	1
60	168	cf_dropout_full_woTemplates_model_1_multimer_v1_pred_66.pdb	1
60	169	cf_woTemplates_model_5_multimer_v1_pred_65.pdb	1

70	1	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_41.pdb	7165
70	2	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_50.pdb	203
70	3	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_26.pdb	99
70	4	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_29.pdb	50
70	5	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_15.pdb	48
70	6	afm_woTemplates_model_5_multimer_v1_pred_43.pdb	24
70	7	afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_1.pdb	20
70	8	afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_11.pdb	16
70	9	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_17.pdb	13
70	10	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_27.pdb	15
70	11	afm_woTemplates_model_2_multimer_v1_pred_63.pdb	10
70	12	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_52.pdb	9
70	13	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_9.pdb	8
70	14	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_22.pdb	8
70	15	afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_15.pdb	8
70	16	afm_woTemplates_model_1_multimer_v1_pred_40.pdb	8
70	17	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_5.pdb	5
70	18	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_2.pdb	4
70	19	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_48.pdb	4
70	20	afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_27.pdb	4
70	21	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_7.pdb	3
70	22	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_41.pdb	3
70	23	afm_dropout_full_woTemplates_model_3_multimer_v2_pred_2.pdb	3
70	24	afm_dropout_full_woTemplates_model_4_multimer_v2_pred_61.pdb	3
70	25	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_37.pdb	3
70	26	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_53.pdb	3
70	27	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_42.pdb	3
70	28	afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_37.pdb	3
70	29	afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_57.pdb	3
70	30	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_56.pdb	2
70	31	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_0.pdb	2
70	32	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_42.pdb	2
70	33	afm_dropout_full_woTemplates_model_3_multimer_v3_pred_29.pdb	2
70	34	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_30.pdb	2
70	35	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_51.pdb	2
70	36	afm_dropout_full_woTemplates_model_4_multimer_v2_pred_34.pdb	2
70	37	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_63.pdb	2
70	38	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_50.pdb	2
70	39	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_57.pdb	2
70	40	afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_20.pdb	2
70	41	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_35.pdb	2
70	42	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_45.pdb	2
70	43	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_17.pdb	2
70	44	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_30.pdb	2
70	45	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_22.pdb	2
70	46	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_27.pdb	2
70	47	afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_44.pdb	2
70	48	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_20.pdb	1
70	49	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_58.pdb	1
70	50	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_19.pdb	1
70	51	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_20.pdb	1
70	52	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_22.pdb	1
70	53	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_30.pdb	1
70	54	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_36.pdb	1
70	55	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_49.pdb	1
70	56	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_55.pdb	1
70	57	afm_dropout_full_woTemplates_model_2_multimer_v2_pred_50.pdb	1
70	58	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_50.pdb	1
70	59	afm_dropout_full_woTemplates_model_3_multimer_v3_pred_11.pdb	1
70	60	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_0.pdb	1
70	61	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_10.pdb	1
70	62	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_11.pdb	1
70	63	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_12.pdb	1
70	64	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_13.pdb	1
70	65	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_14.pdb	1
70	66	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_15.pdb	1
70	67	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_17.pdb	1
70	68	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_19.pdb	1
70	69	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_2.pdb	1
70	70	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_20.pdb	1
70	71	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_22.pdb	1
70	72	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_23.pdb	1
70	73	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_26.pdb	1
70	74	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_28.pdb	1
70	75	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_29.pdb	1
70	76	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_3.pdb	1
70	77	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_30.pdb	1
70	78	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_31.pdb	1
70	79	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_32.pdb	1
70	80	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_33.pdb	1
70	81	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_34.pdb	1
70	82	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_35.pdb	1
70	83	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_36.pdb	1
70	84	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_37.pdb	1
70	85	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_38.pdb	1
70	86	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_39.pdb	1
70	87	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_40.pdb	1
70	88	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_41.pdb	1
70	89	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_42.pdb	1
70	90	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_43.pdb	1
70	91	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_44.pdb	1
70	92	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_45.pdb	1
70	93	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_46.pdb	1
70	94	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_47.pdb	1
70	95	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_48.pdb	1
70	96	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_49.pdb	1
70	97	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_5.pdb	1
70	98	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_51.pdb	1
70	99	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_52.pdb	1
70	100	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_53.pdb	1
70	101	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_54.pdb	1
70	102	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_56.pdb	1
70	103	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_57.pdb	1
70	104	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_58.pdb	1
70	105	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_59.pdb	1
70	106	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_6.pdb	1
70	107	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_60.pdb	1
70	108	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_61.pdb	1
70	109	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_62.pdb	1
70	110	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_63.pdb	1
70	111	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_64.pdb	1
70	112	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_65.pdb	1
70	113	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_66.pdb	1
70	114	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_7.pdb	1
70	115	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_8.pdb	1
70	116	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_10.pdb	1
70	117	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_11.pdb	1
70	118	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_14.pdb	1
70	119	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_15.pdb	1
70	120	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_17.pdb	1
70	121	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_18.pdb	1
70	122	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_20.pdb	1
70	123	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_21.pdb	1
70	124	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_23.pdb	1
70	125	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_25.pdb	1
70	126	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_26.pdb	1
70	127	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_27.pdb	1
70	128	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_28.pdb	1
70	129	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_29.pdb	1
70	130	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_3.pdb	1
70	131	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_30.pdb	1
70	132	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_31.pdb	1
70	133	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_33.pdb	1
70	134	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_34.pdb	1
70	135	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_35.pdb	1
70	136	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_36.pdb	1
70	137	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_39.pdb	1
70	138	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_4.pdb	1
70	139	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_40.pdb	1
70	140	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_43.pdb	1
70	141	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_44.pdb	1
70	142	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_45.pdb	1
70	143	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_48.pdb	1
70	144	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_5.pdb	1
70	145	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_55.pdb	1
70	146	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_6.pdb	1
70	147	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_60.pdb	1
70	148	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_61.pdb	1
70	149	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_62.pdb	1
70	150	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_63.pdb	1
70	151	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_10.pdb	1
70	152	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_21.pdb	1
70	153	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_26.pdb	1
70	154	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_27.pdb	1
70	155	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_28.pdb	1
70	156	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_31.pdb	1
70	157	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_32.pdb	1
70	158	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_44.pdb	1
70	159	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_47.pdb	1
70	160	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_48.pdb	1
70	161	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_55.pdb	1
70	162	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_58.pdb	1
70	163	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_59.pdb	1
70	164	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_7.pdb	1
70	165	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_8.pdb	1
70	166	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_9.pdb	1
70	167	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_17.pdb	1
70	168	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_41.pdb	1
70	169	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_57.pdb	1
70	170	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_6.pdb	1
70	171	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_10.pdb	1
70	172	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_3.pdb	1
70	173	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_33.pdb	1
70	174	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_36.pdb	1
70	175	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_53.pdb	1
70	176	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_58.pdb	1
70	177	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_0.pdb	1
70	178	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_1.pdb	1
70	179	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_12.pdb	1
70	180	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_14.pdb	1
70	181	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_17.pdb	1
70	182	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_2.pdb	1
70	183	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_22.pdb	1
